   38   88  134  188  229  230  288  388
   32   79  138  139  177  245  246  276
   32   66  132  166  233  265  333  365
   44   72  143  173  242  274  341  375
   13   78  113  178  213  278  313  378
    8   94  108  194  208  294  308  394
   39   86  135  186  231  285  327  385
    1   59  101  159  202  259  302  359
   24   91  124  191  223  291  323  392
   33   93  133  192  233  291  334  390
   19   72  121  172  224  271  326  370
   43   96  143  196  243  296  343  396
   12   63  112  163  212  263  312  363
    7   91  107  193  207  295  308  397
   28   71  127  171  226  272  326  372
   43   97  143  197  243  298  343  398
   43   44   62   63  146  165  249  267
   12   56  113  156  213  255  313  355
    4   58  104  158  205  259  305  359
   31   50  132  150  232  251  332  351
   33   57  133  156  233  256  333  356
   77  126  127  178  228  279  330  380
    3   57  104  155  205  254  306  352
   16   92  116  192  216  292  316  393
   24   65  126  164  227  264  328  363
   13   67  113  168  213  268  313  369
    6   90  106  190  205  289  305  388
   39   84  139  184  239  284  339  384
   20   60  120  159  220  259  320  359
    4   66  104  168  204  270  305  372
    6   80  106  180  206  280  306  380
   21   54  122  155  223  255  323  355
    1   82  101  182  201  281  301  380
    5   60  105  159  205  259  305  359
    3   96  103  196  203  296  303  396
   26   51  127  153  228  255  328  357
   22   72  123  170  224  268  326  366
   41   53  141  153  241  253  341  353
   24   63  126  164  228  266  330  368
    4   82  104  181  204  281  304  380
   12   62  114  155  156  216  217  250
   49   57  148  157  248  257  348  358
   33   93  134  193  236  292  337  392
   40   69  140  168  241  268  341  368
    1   88  101  188  201  288  301  388
   14   66  114  166  214  266  314  367
   35   36   68   69  143  144  161  162
    5   94  105  194  205  294  305  394
   31   55  131  155  231  255  331  355
   34   74  134  175  234  275  334  375
   16   74  116  174  216  274  316  374
    6   93  106  193  207  293  307  392
   28   74  124  174  221  273  318  373
   16   77  116  177  216  277  316  377
   30   78  130  178  230  279  331  379
   17   61  117  160  216  260  316  359
   24   67  126  169  227  271  328  373
   32   90  132  190  232  289  332  389
   34   69  134  168  234  268  334  368
    8   66  107  166  206  266  306  365
   22   64  124  166  226  268  328  370
   38   51  138  151  238  251  338  351
   13   56  113  156  213  256  313  356
   29   70  131  168  233  266  335  364
   10   89  111  190  211  290  311  390
   36   73  136  173  236  273  336  373
   45   86  144  187  243  288  342  389
   38   63  138  164  238  265  339  366
   34   81  134  181  234  281  334  381
   23   97  122  196  222  296  321  396
   48   89  148  189  248  289  348  389
    7   88  107  187  207  287  307  387
    5   54  105  154  205  254  305  355
   13   14   72  107  169  200  201  266
   42   61  143  163  243  265  343  366
   45   79  145  178  245  277  345  376
   12   78  114  179  216  279  318  380
   38   50  137  150  236  250  335  350
   19   68  118  168  217  268  317  368
    8   81  108  179  207  278  307  376
   38   94  137  194  237  293  336  393
    8   99  108  199  208  299  307  398
   46   87  145  187  244  287  343  386
   11   90  111  190  211  290  311  390
   46   77  146  177  246  277  345  377
   35   36   83  142  143  185  249  288
   35   87  132  187  229  287  326  387
   35   79  135  186  187  235  293  294
   29   70  129  169  229  269  330  368
    0    1   61  104  156  157  207  252
   19   82  119  182  218  282  318  382
    6   78  106  178  205  278  305  377
   43   76  144  176  245  276  346  376
   23   63  123  162  223  261  323  361
   41   73  141  173  240  272  340  371
   26   89  126  189  226  290  326  390
   10   61  110  161  210  261  310  361
   41   80  142  177  243  273  344  370
   13   96  112  194  211  291  310  389
   28   29   84  127  185  287  323  388
   28   29   61  123  124  157  218  253
   35   96  135  197  235  297  335  398
   12   52  111  153  210  255  309  357
    5   65  110  163  215  261  320  359
   20   93  122  192  291  292  327  391
   12   55  112  154  211  253  310  352
    9   84  108  180  208  276  307  372
   29   69  130  169  230  269  330  369
    8   53  106  156  204  259  302  362
   14   97  113  198  213  298  312  398
   41   42   76  145  175  248  249  274
   46   89  141  189  236  289  331  388
   43   68  142  168  242  268  342  367
   31   64  131  164  231  264  331  364
   42   86  142  186  242  286  341  386
    8   75  107  176  207  276  307  376
   18   89  118  189  218  288  317  388
   32   68  133  170  235  271  337  373
   39   54  139  154  239  255  339  356
   23   66   67  165  227  264  329  363
    6   73  106  173  207  272  307  372
    0   64  100  164  200  264  300  364
    3   61  102  162  202  263  302  364
   34   96  134  196  234  295  334  395
   34   51  135  151  235  250  335  350
   49   81  149  181  249  281  349  381
   73  124  173  223  274  322  374  375
   48   72  147  172  246  272  346  372
   38   39   90  143  190  247  248  290
    3   65  103  163  203  261  302  359
    6   55  106  155  207  255  307  355
   40   53  141  156  241  259  342  362
   22   69  127  169  232  268  337  368
   12   57   58  113  154  214  250  251
   47   66  147  166  248  266  348  367
   35   89  135  189  235  289  335  389
   34   68  134  167  234  267  334  366
   48   55  148  156  248  257  347  358
   44   72  145  173  246  274  346  375
   19   58  118  156  217  254  316  352
   17   70  116  168  215  266  314  364
   49   73  148  172  248  270  347  369
   14   66  116  166  218  266  320  365
   39   92  139  192  239  292  339  392
   27   56  128  156  229  256  330  356
   19   61  121  163  222  265  324  367
   40   77  139  178  239  278  338  379
   40   83  140  184  241  284  341  384
   15   89  115  188  214  288  314  388
   39   55  139  155  239  254  339  353
   23   79  120  181  218  282  315  383
    0   86  100  188  201  289  301  391
    4   68  105  169  206  269  307  369
   36   37   89  141  190  245  291  349
   22   83  121  190  191  221  297  298
    3   68  104  167  206  266  307  365
   65  126  165  227  265  327  328  364
   42   71  143  170  244  270  345  370
    2   91   92  101  195  196  200  299
   39   77  140  177  241  277  342  377
   24   86  127  187  230  287  333  388
    7   91  108  192  210  293  311  393
    7   57  107  157  207  257  307  357
   18   19   52   53  107  108  159  160
   38   60  138  161  238  262  338  362
    5   73  109  171  213  270  317  369
   44   52  144  152  244  252  344  352
   23   70  122  169  221  269  321  369
   33   90  135  192  237  294  339  396
   11   89  111  189  211  289  311  389
   31   73  131  175  232  277  332  379
   47   82  147  183  247  283  348  383
    2   59   60  104  154  155  207  250
    4   65   66  105  158  206  250  251
   28   95  129  195  230  296  331  396
   20   21   57  123  158  258  327  359
   44   77  146  177  247  276  349  376
    7   82  107  182  207  282  307  382
   42   68  144  168  246  268  348  368
   40   76  141  176  241  276  342  377
   27   94  128  195  229  295  331  396
   26   52  128  152  230  252  332  352
   17   82  116  182  216  282  316  382
   24   88  124  190  223  292  323  394
   45   95  145  195  245  295  345  395
    4   93  104  193  204  293  304  393
    5   99  105  199  205  299  305  399
    9   95  108  195  208  295  308  395
   56  121  157  217  218  258  314  359
    4   76  104  176  204  276  304  376
   47   54  147  154  248  254  348  354
   19   20   59   60  104  105  168  169
    2   97  103  197  204  298  305  398
   20   80  118  182  217  284  316  385
   48   57  148  157  248  257  348  357
   44   89  144  190  244  290  343  390
   23   68  122  168  222  268  322  368
   13   86  113  184  212  282  312  380
   49   88  149  188  249  288  349  388
   15   96  115  196  215  296  315  396
   13   51  112  151  212  251  311  351
   30   31   62  139  160  247  248  258
    9   10   51   52  103  104  160  161
   15   60  115  161  215  263  315  364
   48   70  148  170  248  270  348  370
   15   79  115  179  215  279  315  379
   11   50  111  150  211  250  311  350
   29   30   78  141  142  143  174  175
    6   95  105  195  204  294  303  394
   19   20   56   57  122  123  151  152
   21   78  121  177  221  277  322  377
   28   53  129  153  230  253  330  353
   23   24   74  174  227  273  328  373
   17   86  117  185  217  284  318  383
   10   58  110  158  210  258  310  358
   49   63  149  163  249  263  349  363
   24   53  124  153  224  253  324  353
   47   87  146  186  246  284  345  383
   47   48   62   63  145  156  243  250
    9   67  109  168  209  269  309  369
   42   97  142  195  242  294  341  392
   41   42   56  144  145  154  248  252
   38   75  141  177  244  279  347  381
   24   77  123  177  223  276  322  376
    4   62  104  162  204  262  304  362
   33   91  133  192  234  294  334  395
   34   74  129  165  166  224  255  256
   41   73  142  174  242  275  343  376
    6    7   86  109  192  211  297  298
   18   81  117  181  217  280  317  380
   48   55  147  155  246  255  345  356
   36   66  136  167  235  269  335  370
   43   55  143  155  243  255  343  355
   13   76  116  177  218  277  321  377
   44   65  142  164  240  264  338  363
   48   86  149  186  249  286  349  385
   31   87  132  187  233  286  334  386
   12   69  112  169  212  269  312  369
    2   94  102  196  201  298  301  399
   18   80  118  180  218  280  318  380
   17   92  119  192  221  293  323  393
   43   44   76   77  147  148  172  173
   19   58  117  158  215  258  313  358
   18   69  118  168  218  268  318  368
    5   81  103  182  202  282  300  383
    6   93  107  193  208  294  309  394
   48   56  148  156  248  256  348  356
   38   51  138  150  239  250  339  350
   35   66  135  166  235  266  335  366
   47   89  148  189  248  289  349  388
   12   60  114  159  217  259  319  359
   28   98  126  194  289  290  323  385
   28   29   30   69   70  110  111  167
   45   95  146  194  248  293  349  392
   49   81  148  181  247  281  346  381
   37   70  137  170  237  270  337  370
   18   86  118  186  218  286  318  386
   39   73  140  173  240  273  341  372
   40   56  140  156  241  256  341  355
   11   65  111  165  212  264  312  364
    0   56  100  157  200  257  300  357
    1   55  101  156  201  257  301  357
   34   90  133  189  232  288  331  386
   24   61  123  161  223  261  322  360
   39   82  139  182  239  281  340  381
    8   59  109  158  209  258  310  357
   21   72  120  172  219  272  318  371
   40   92  140  192  240  293  341  393
   18   98   99  109  110  187  188  200
   35   79  135  178  235  278  335  378
   14   88  114  189  214  290  314  391
   15   62  115  162  215  263  315  363
   30   62  130  162  231  262  331  362
   33   93  134  194  235  295  335  395
    6   72  105  173  204  274  302  375
   19   85  119  185  218  285  318  384
   48   66  148  167  248  267  347  368
   31   62  132  161  232  259  333  358
   45   55   56  145  153  246  250  251
    1   95  102  195  202  295  302  395
   22   85  185  228  285  331  332  385
    8   79  109  179  210  278  310  378
   36   37   55  141  158  245  246  261
   16   82  109  110  180  202  203  279
   17   69  119  168  220  267  321  366
   26   27   80  178  223  276  321  374
   12   89  113  190  214  291  314  392
    9   78  110  178  210  278  311  378
    5   76  104  173  203  271  302  368
   41   89  141  189  241  289  341  389
   49   70  147  169  246  269  344  369
    5   55  104  155  204  256  304  356
    4   80  102  103  180  201  281  300
   47   62  147  161  247  260  348  359
    7   95  106  195  204  295  303  395
   42   72  142  171  242  270  342  369
   34   97  133  197  233  297  332  396
    4   72  104  172  204  272  305  371
   42   43   71   72  145  146  159  160
   32   82  132  182  232  283  333  383
   29   95  129  195  229  295  329  395
   15   83  114  183  214  284  313  384
   43   75  142  174  242  273  341  372
   30   73  132  173  233  274  334  374
   13   75  113  175  213  275  312  375
   15   66  115  166  215  266  314  366
   10   85  111  185  212  286  312  386
   30   52  130  152  230  252  330  352
   13   53  113  153  213  252  314  351
   30   96  128  197  227  297  326  398
   42   59  143  158  243  257  344  356
    6   51  106  151  207  250  307  350
   26   71  128  172  231  273  333  374
   75  120  186  187  215  297  298  299
   11   97  109  198  206  298  304  399
   12   75  112  175  212  275  312  375
    9   91  109  191  209  291  309  391
   15   51  112  153  208  254  305  356
   47   52  147  153  248  255  348  357
   33   68  129  167  266  320  321  365
   10   78  110  178  210  279  310  379
   11   64  111  164  211  264  311  364
    0   59  100  158  200  257  300  356
    2   81  102  185  202  289  303  393
   16   81  116  181  215  280  314  380
   35   69  135  169  235  269  336  370
    9   71  109  170  210  270  310  369
    1   59  100  163  200  267  300  371
   37   89  137  189  237  290  337  390
   10   78  108  177  205  277  303  376
   33   57  133  157  233  257  333  358
   31   82  132  182  233  283  334  383
    4   51  104  152  204  252  305  353
   28   29   73  127  168  226  263  358
   15   99  115  199  215  299  315  399
    3   80  104  179  204  279  304  379
    6   80  106  180  206  280  306  380
   15   61  115  161  216  261  316  362
    3   87  103  188  204  289  304  389
   17   85  116  185  215  285  315  385
   33   64  133  164  234  264  334  364
   17   73  117  173  217  272  317  372
    4   99  104  199  204  299  304  399
   12   84  111  183  210  282  309  381
   14   66  114  165  215  265  315  365
   32   98  131  198  229  297  328  397
   49   77  149  177  248  278  348  378
   23   80  122  180  222  280  321  380
   38   75  139  176  239  277  340  378
   47   50  146  150  246  250  345  350
    3   68  103  168  203  268  303  368
   39   61  138  158  238  255  338  353
   38   86  139  186  239  285  340  385
   20   21   91  113  190  205  206  289
    0   93  101  193  203  292  304  391
   31   91  130  191  228  292  327  392
   17   93  117  193  216  294  316  394
   12   50  112  150  212  250  312  350
   43   66  144  165  245  264  345  363
   32   94  133  194  233  294  333  394
   14   62  114  160  214  258  314  356
   16   90  115  190  213  290  311  390
   37   63  137  163  237  262  338  362
   21   64   65  122  165  224  265  365
   40   57  144  145  157  248  249  257
   29   82  129  182  230  282  331  381
   26   53  155  224  257  322  359  360
   39   56  139  156  239  256  339  356
    6   56  106  155  207  254  307  353
   33   71  137  176  241  281  345  386
   42   79  139  175  236  271  333  367
   37   90  138  191  240  292  341  393
    7   88  107  188  207  288  307  388
   46   55  146  155  246  256  347  356
   38   88  137  187  237  286  337  386
   30   76  131  176  232  277  333  377
   29   52  129  153  230  254  331  355
   49   89  149  189  248  289  347  389
   41   96  141  195  242  295  342  394
   20   89  122  187  188  224  286  385
    9   91  109  190  209  290  308  389
   10   74  110  175  210  275  310  375
    3   62  106  163  209  264  312  365
   13   14   88   89  110  193  206  298
   24   82  184  227  285  286  328  387
    4   86  105  185  205  284  306  383
   34   87  134  186  234  286  334  385
    9   82  109  182  209  282  309  382
   10   11   55  115  154  220  252  351
   21   66  121  166  221  266  321  366
    4   66  105  166  205  266  306  365
   41   90  140  190  240  289  340  389
   40   55  140  155  240  255  340  355
    6   96  106  197  207  297  308  398
    4   51  104  150  204  250  304  350
    7   73  107  171  207  269  307  367
   10   68  108  169  207  269  306  370
   47   90  145  190  244  291  343  391
    9   71  109  171  209  271  309  371
    8   88  107  188  207  288  307  388
   42   65  142  164  242  263  341  362
   41   84  140  184  239  284  338  384
   17   67  117  167  217  267  317  367
    1   74  102  174  203  274  303  374
   14   93   94  112  196  210  298  299
   40   74  144  168  247  248  261  262
   42   57  142  157  242  256  342  356
   21   91  120  192  220  293  320  393
   19   83  120  182  221  281  323  380
   14   96  113  197  213  297  313  398
   12   55  112  155  212  255  312  355
   11   85  111  186  210  288  310  389
   16   98  116  198  216  299  316  399
   46   60  146  160  246  260  346  360
   11   80  111  180  211  280  311  380
   26   98  129  198  232  297  335  396
    7   50  107  150  207  250  307  350
    7   74  107  176  206  278  305  380
   44   97  144  196  244  296  344  396
   41   62   63  143  157  244  251  252
   21   86  124  185  227  284  330  383
    9   85  108  186  208  286  307  387
    2   57  101  157  200  256  300  355
    7   84  107  185  206  285  306  385
   44   63  144  164  243  265  343  366
   19   57  119  157  219  257  319  357
   11   79  111  179  211  279  311  379
   12   89  110  191  209  292  307  394
   35   95  132  195  228  229  295  395
   33   57  136  156  239  255  342  354
    6   68  105  169  205  270  305  371
   39   84  137  184  234  284  332  383
   21   73  120  173  220  273  320  373
   28   77  131  178  233  278  336  378
    6    7   57  113  114  154  220  251
   13   70  114  170  214  269  314  369
   12   90  113  191  213  291  313  391
   24   96  123  196  223  297  322  398
   26   79  129  179  232  279  335  379
   13   75  110  173  206  272  303  370
   19   78  118  180  217  281  316  382
   18   64  118  164  217  264  317  363
   34   55  135  155  236  256  337  356
   28   89  129  189  230  289  330  388
   43   66  143  166  243  266  343  366
   37   89  136  188  236  288  336  387
   40   61  141  161  241  261  341  361
   11   91  113  189  215  287  317  385
   11   76  111  174  212  272  313  370
   47   68  147  168  248  267  348  366
   36   58  136  157  235  256  335  355
    6   64  106  163  205  262  305  362
   27   79  130  181  233  283  336  385
   49   71  149  171  248  272  347  372
    1   79  102  179  202  279  303  379
   27   58  126  158  226  258  326  358
    5   65  105  164  205  263  306  362
   33   61  136  159  239  257  342  356
   14   85  113  186  212  287  311  389
   42   60  143  161  243  262  344  364
